show_id,type,title,country,release_year,rating,listed_in,description
s4208,Movie,Monty Python and the Holy Grail,United Kingdom,1975,PG,Action & Adventure,The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.
s4564,Movie,Ocean's Eleven,United States,1960,TV-PG,Action & Adventure,"Frank Sinatra leads an all-star cast as Danny Ocean, who decides to knock over a few casinos on the Las Vegas Strip with his buddies."
s3838,Movie,Mad Max,Australia,1979,R,Action & Adventure,"In a post-apocalyptic future, a malicious gang murders Max's family as an act of retaliation, forcing Max to hit the open road seeking vengeance."
s6420,Movie,The Great Gambler,India,1979,TV-14,Action & Adventure,"After unwittingly using his skills to obtain military secrets, a gambler is pursued by a police officer who happens to be his doppelgänger."
s3705,Movie,Logan's Run,United States,1976,PG,Action & Adventure,"In the 23rd century, inhabitants of a domed city exist in a world filled with life's pleasures – but no one is allowed to live past the age of 30."
s5352,Movie,Saladin,Egypt,1963,TV-MA,Action & Adventure,The Sultan of Egypt and Syria launches a campaign to retake Jerusalem amid the Crusades.
s1042,Movie,Bonnie and Clyde,United States,1967,R,Action & Adventure,"Bonnie Parker and Clyde Barrow are young, in love and on the run during a bullet-riddled bank robbery spree across Depression-ravaged America."
s4301,Movie,Mutiny on the Bounty,United States,1962,TV-PG,Action & Adventure,"Marlon Brando gives a nuanced performance as the aristocratic Lt. Fletcher Christian, an officer aboard the HMS Bounty who leads a mutiny against the ship's tyrannical Capt. Bligh."
s5245,Movie,Rocky,United States,1976,PG,Action & Adventure,"Sylvester Stallone shot to fame as Rocky Balboa, an unknown fighter who's given a shot at fighting world champ Apollo Creed as a publicity stunt."
s5908,Movie,Superfly,United States,1972,R,Action & Adventure,"To get away from the thug life, cocaine dealer Youngblood Priest puts together one last deal that will net him enough money to start over."
s154,Movie,A Bridge Too Far,United States,1977,PG,Action & Adventure,This wartime drama details a pivotal day in 1944 when an Allied task force tried to win World War II by seizing control of key bridges in Holland.
s4880,Movie,Platoon,United States,1986,R,Action & Adventure,A soldier grows disillusioned as he's caught between rival sergeants in this semi-autobiographical Vietnam War drama from writer-director Oliver Stone.
s4636,Movie,Once Upon a Time in the West,Italy,1968,PG-13,Action & Adventure,"In this epic spaghetti Western, a flinty gunslinger is hired by a railroad tycoon to kill anyone standing in the way of his trans-American iron horse."
s2234,Movie,Forbidden Planet,United States,1956,G,Action & Adventure,"A pulp-fiction sci-fi classic, Forbidden Planet stars Leslie Nielsen as a heroic starship captain who finds the paradise planet Altair-IV."
s5652,Movie,Skiptrace,China,2016,PG-13,Action & Adventure,"To capture a crime lord who killed his partner and kidnapped his partner's daughter, a Hong Kong detective teams with a smart aleck American gambler."
s6343,Movie,The Family,France,2013,R,Action & Adventure,"The Manzonis, an infamous mob family, are relocated to Normandy, France, by the witness protection program and have some difficulty fitting in."
s1003,Movie,Blue Streak,Germany,1999,PG-13,Action & Adventure,A jewel thief returns to his hiding place after a stint in jail — only to find that his diamond is buried under a newly constructed police station.
s6743,Movie,The Parole Officer,United Kingdom,2001,R,Action & Adventure,"After witnessing a murder, Simon Garden is framed – and the only evidence that proves his innocence is a videotape locked inside a bank vault."
s7481,Movie,War on Everyone,United Kingdom,2016,R,Action & Adventure,"Terry and Bob excel at blackmailing small-time crooks. But when the two cops target a big score, they learn not all criminals are easily intimidated."
s105,Movie,30 Minutes or Less,United States,2011,R,Action & Adventure,Two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit.
s626,Movie,Austin Powers in Goldmember,United States,2002,PG-13,Action & Adventure,"The world's most shagadelic spy continues his fight against the diabolical Dr. Evil, who's teamed with a new foe: 1970s villain Goldmember."
s688,Movie,Bad Boys,United States,1995,R,Action & Adventure,"In this fast-paced actioner, two Miami narcotics cops are hot on the trail of a master crook who has snatched $100 million worth of heroin."
s689,Movie,Bad Boys II,United States,2003,R,Action & Adventure,"In this hyperkinetic sequel, a pair of Miami narcotics cops investigate a Cuban drug kingpin's connection to Florida's influx of Ecstasy."
s753,Movie,Barely Lethal,United States,2015,PG-13,Action & Adventure,A girl raised to be a government assassin just wants to be a normal teen – so she runs away and pretends to be a high school exchange student.
s1136,Movie,Bulletproof 2,United States,2020,TV-MA,Action & Adventure,A special agent abruptly reunites with a criminal – once a former friend – when he attempts to use his identity to infiltrate and take down a cartel.
s1282,Movie,Charlie's Angels: Full Throttle,United States,2003,PG-13,Action & Adventure,"In this reboot of the TV classic, the Angels are tasked with finding lost rings encoded with the personal information of people in witness protection."
s1450,Movie,Code Name: The Cleaner,United States,2007,PG-13,Action & Adventure,A mild-mannered janitor duped into believing he's an undercover agent stumbles into an international arms ring plot involving the CIA and the FBI.
s1451,Movie,Coffee & Kareem,United States,2020,TV-MA,Action & Adventure,An inept Detroit cop must team up with his girlfriend's foul-mouthed young son when their first crack at bonding time uncovers a criminal conspiracy.
s2346,Movie,"Game Over, Man!",United States,2018,TV-MA,Action & Adventure,Three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists.
s2389,Movie,Get Smart,United States,2008,PG-13,Action & Adventure,"When the identities of secret agents are compromised, hapless Maxwell Smart teams with far more capable Agent 99 to thwart an evil terrorist group."
s4178,Movie,Money Talks,United States,1997,R,Action & Adventure,"TV news reporter James Russell helps put small-time criminal Franklin Hatchett in jail, but turns to protecting Hatchett when he escapes from prison."
s4565,Movie,Ocean's Thirteen,United States,2007,PG-13,Action & Adventure,This entry in the all-star caper franchise finds debonair con man Danny Ocean and his gang taking revenge on a double-crossing Las Vegas kingpin.
s4566,Movie,Ocean's Twelve,United States,2004,PG-13,Action & Adventure,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in a caper covering three huge heists in Rome, Paris and Amsterdam."
s4800,Movie,Paul Blart: Mall Cop,United States,2009,PG,Action & Adventure,An overzealous security guard finds himself in over his head when he tries to thwart a criminal mastermind's plot to rob an entire shopping mall.
s4862,Movie,Pineapple Express,United States,2008,R,Action & Adventure,"After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them."
s5751,Movie,Spenser Confidential,United States,2020,R,Action & Adventure,"Spenser, an ex-cop and ex-con, teams up with aspiring fighter Hawk to uncover a sinister conspiracy tied to the deaths of two Boston police officers."
s5755,Movie,Spider-Man: Into the Spider-Verse,United States,2018,PG,Action & Adventure,"After being bitten by a radioactive spider, Brooklyn teen Miles Morales gets a crash course in web-slinging from his alternate-dimension counterparts."
s5799,Movie,Starsky & Hutch,United States,2004,PG-13,Action & Adventure,New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.
s6308,Movie,The Do-Over,United States,2016,TV-MA,Action & Adventure,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.
s6320,Movie,The Dukes of Hazzard,United States,2005,PG-13,Action & Adventure,"The Duke boys are back in this comedy based on the TV series, following Bo and Luke as they tear around Hazzard County in their trusty Dodge Charger."
s6321,Movie,The Dukes of Hazzard: The Beginning,United States,2007,R,Action & Adventure,"The mischievous Duke boys, Bo and Luke, are sent to live with their Uncle Jesse and cousin Daisy in this prequel movie to the popular TV series."
s6426,Movie,The Green Hornet,United States,2011,PG-13,Action & Adventure,"A hard-partying heir dons a disguise to fight crime after hours. But with no talents or skills, he relies on his friend, a martial-arts genius."
s6553,Movie,The Last Boy Scout,United States,1991,R,Action & Adventure,Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.
s6730,Movie,The Other Guys,United States,2010,PG-13,Action & Adventure,New York cops Allen and Terry toil in obscurity as lowly desk jockeys until a big break finally gives them a chance to tackle real police work.
s6820,Movie,The Ridiculous 6,United States,2015,TV-14,Action & Adventure,"When his outlaw dad is kidnapped, Tommy “White Knife” Stockburn sets off across the West on a rescue mission with five brothers he never knew he had."
s6952,Movie,The Tuxedo,United States,2002,PG-13,Action & Adventure,"After a government spy is hospitalized, New York City cab driver Jimmy unwillingly takes over the spy's role – with the aid of a computerized tuxedo."
s7244,Movie,True Memoirs of an International Assassin,United States,2016,TV-14,Action & Adventure,"After his publisher markets his crime novel as a memoir, a novice author finds himself forcibly recruited into a deadly political plot in Venezuela."
s7729,Movie,You Don't Mess with the Zohan,United States,2008,UR,Action & Adventure,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist will do anything to make his dreams come true.
s3400,Movie,King's Ransom,United States,2005,PG-13,Action & Adventure,"A wealthy, despicable businessman comes to the realization that he may lose half his fortune to the obnoxious wife he's trying to divorce. So, he decides to arrange his own kidnapping in order to wipe himself out and claim poverty."
